DB_ID	Start_Coordiate	End_Coordinate	Old_Display_Name	New_Display_Name		 
2468067	976	1241	4-hydroxyprolyl collagen alpha-1(II) chain C-term fragment [extracellular region]	COL2A1 [extracellular region]		
2127399	182	1241	5-Gal-Hyl collagen alpha-1(II) chain [extracellular region]	COL2A1 [extracellular region]		
2127337	182	1241	Collagen alpha-1(II) chain [extracellular region]	COL2A1 [extracellular region]		
2468070	976	1241	Collagen alpha-1(II) chain C-term fragment [extracellular region]	COL2A1 [extracellular region]		
2268897	182	1487	4-hydroxyprolyl collagen alpha-1(II) -N propeptide [extracellular region]	COL2A1 [extracellular region]		
2468076	182	975	4-Hyp 5-Hyl collagen alpha-1(II) chain N-term fragment [extracellular region]	COL2A1 [extracellular region]		
2268655	26	1487	Collagen alpha-1(II) propeptide [extracellular region]	COL2A1 [extracellular region]		
2468068	976	1241	4-Hyp 5-Hyl collagen alpha-1(II) chain C-term fragment [extracellular region]	COL2A1 [extracellular region]		
2268716	26	1487	5-Gal-Hyl collagen alpha-1(II) propeptide [extracellular region]	COL2A1 [extracellular region]		
2127364	182	1241	5-hydroxylysyl collagen alpha-1(II) chain [extracellular region]	COL2A1 [extracellular region]		
2127376	182	1241	4-Hyp 5-Hyl collagen alpha-1(II) chain [extracellular region]	COL2A1 [extracellular region]		
2268707	26	1487	4-Hyp 5-Gal-Hyl collagen alpha-1(II) propeptide [extracellular region]	COL2A1 [extracellular region]		
2268740	182	1487	"3,4-hydroxyprolyl collagen alpha-1(II) -N propeptide [extracellular region]"	COL2A1 [extracellular region]		
2468061	976	1241	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(II) chain C-term fragment [extracellular region]"	COL2A1 [extracellular region]		
2268785	182	1487	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(II) -N propeptide [extracellular region]"	COL2A1 [extracellular region]		
2268835	182	1487	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(II) -N propeptide [extracellular region]"	COL2A1 [extracellular region]		
2127330	182	1241	Glu-Gal-Hyl collagen alpha-1(II) chain [extracellular region]	COL2A1 [extracellular region]		
2268713	26	1487	Glu-Gal-Hyl collagen alpha-1(II) propeptide [extracellular region]	COL2A1 [extracellular region]		
215925	182	1241	Collagen alpha-1(II) chain [extracellular region]	COL2A1 [extracellular region]		
2468056	182	975	5-Gal-Hyl collagen alpha-1(II) chain N-term fragment [extracellular region]	COL2A1 [extracellular region]		
2127413	182	1241	4-hydroxyprolyl collagen alpha-1(II) chain [extracellular region]	COL2A1 [extracellular region]		
2127366	182	1241	4-Hyp Glu-Gal-Hyl collagen alpha-1(II) chain [extracellular region]	COL2A1 [extracellular region]		
2127408	182	1241	"3,4-hydroxyprolyl collagen alpha-1(II) chain [extracellular region]"	COL2A1 [extracellular region]		
2268702	26	1487	4-Hyp 5-Hyl collagen alpha-1(II) propeptide [extracellular region]	COL2A1 [extracellular region]		
2268641	26	1487	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(II) propeptide [extracellular region]"	COL2A1 [extracellular region]		
2468077	182	975	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(II) chain N-term fragment [extracellular region]"	COL2A1 [extracellular region]		
2268714	26	1487	4-Hyp Glu-Gal-Hyl collagen alpha-1(II) propeptide [extracellular region]	COL2A1 [extracellular region]		
2268704	26	1487	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(II) propeptide [extracellular region]"	COL2A1 [extracellular region]		
2468082	182	975	Glu-Gal-Hyl collagen alpha-1(II) chain N-term fragment [extracellular region]	COL2A1 [extracellular region]		
2127427	182	1241	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(II) chain [extracellular region]"	COL2A1 [extracellular region]		
2268906	182	1487	Glu-Gal-Hyl collagen alpha-1(II) -N propeptide [extracellular region]	COL2A1 [extracellular region]		
2468057	182	975	5-hydroxylysyl collagen alpha-1(II) chain N-term fragment [extracellular region]	COL2A1 [extracellular region]		
2468063	182	975	Collagen alpha-1(II) chain N-tem fragment [extracellular region]	COL2A1 [extracellular region]		
2268911	182	1487	5-Gal-Hyl collagen alpha-1(II) -N propeptide [extracellular region]	COL2A1 [extracellular region]		
2468060	976	1241	4-Hyp Glu-Gal-Hyl collagen alpha-1(II) chain C-term fragment [extracellular region]	COL2A1 [extracellular region]		
2468078	182976	1241	"3,4-hydroxyprolyl collagen alpha-1(II) chain C-term fragment [extracellular region]"	COL2A1 [extracellular region]		
2468074	182	975	"3,4-Hyp 5-Hyl collagen alpha-1(II) chain N-term fragment [extracellular region]"	COL2A1 [extracellular region]		
2268896	182	1487	4-Hyp 5-Gal-Hyl collagen alpha-1(II) -N propeptide [extracellular region]	COL2A1 [extracellular region]		
2468069	976	1241	5-hydroxylysyl collagen alpha-1(II) chain C-term fragment [extracellular region]	COL2A1 [extracellular region]		
2468065	182	975	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(II) chain N-term fragment [extracellular region]"	COL2A1 [extracellular region]		
2468058	976	1241	5-Gal-Hyl collagen alpha-1(II) chain C-term fragment [extracellular region]	COL2A1 [extracellular region]		
2268937	182	1487	Collagen alpha-1(II) -N propeptide [extracellular region]	COL2A1 [extracellular region]		
2468072	182	975	4-Hyp 5-Gal-Hyl collagen alpha-1(II) chain N-term fragment [extracellular region]	COL2A1 [extracellular region]		
2468062	182	975	4-hydroxyprolyl collagen alpha-1(II) chain N-term fragment [extracellular region]	COL2A1 [extracellular region]		
2268770	182	1487	4-Hyp 5-Hyl collagen alpha-1(II) -N propeptide [extracellular region]	COL2A1 [extracellular region]		
2268684	26	1487	"3,4-hydroxyprolyl collagen alpha-1(II) propeptide [extracellular region]"	COL2A1 [extracellular region]		
2468080	976	1241	4-Hyp 5-Gal-Hyl collagen alpha-1(II) chain C-term fragment [extracellular region]	COL2A1 [extracellular region]		
2468066	976	1241	Glu-Gal-Hyl collagen alpha-1(II) chain C-term fragment [extracellular region]	COL2A1 [extracellular region]		
2268699	26	1487	4-hydroxyprolyl collagen alpha-1(II) propeptide [extracellular region]	COL2A1 [extracellular region]		
2065734	154	1221	5-hydroxylysyl collagen alpha-1(III) chain [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2029351	154	1466	"3,4-hydroxyprolyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2023668	24	1466	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2065575	154	1221	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(III) chain [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2065783	154	1241	Glu-Gal-Hyl-collagen alpha-1(III) chain [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2029199	154	1466	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2065641	154	1221	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(III) chain [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2022942	24	1466	"3,4-Hyp 5-Hyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2029236	154	1466	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2029309	154	1466	Collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2022957	24	1466	4-Hyp 5-Hyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2029339	154	1466	5-hydroxylysyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2065584	154	1221	"3,4-Hyp 5-Hyl collagen alpha-1(III) chain [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2023577	24	1466	4-Hyp 5-Gal-Hyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2029213	154	1466	"3,4-Hyp 5-Hyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2023556	24	1466	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2029324	154	1466	4-hydroxyprolyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2029279	154	1466	4-Hyp 5-Gal-Hyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2022445	24	1466	3-hydroxyprolyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2023666	24	1466	4-Hyp Glu-Gal-Hyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2023530	24	1466	5-Gal-Hyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2065620	154	1221	"3,4-hydroxyprolyl collagen alpha-1(III) chain [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2023612	24	1466	Glu-Gal-Hyl-collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2065735	154	1221	5-Gal-Hyl collagen alpha-1(III) chain [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2022463	24	1466	"3,4-hydroxyprolyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]"	COL3A1 [endoplasmic reticulum lumen]		
2022484	24	1466	5-hydroxylysyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2065701	154	1221	4-Hyp Glu-Gal-Hyl collagen alpha-1(III) chain [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2065702	154	1221	4-Hyp 5-Gal-Hyl collagen alpha-1(III) chain [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2029355	154	1466	5-Gal-Hyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2022108	24	1466	4-hydroxyprolyl collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2029391	154	1466	Glu-Gal-Hyl-collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2029414	154	1466	4-Hyp 5-Hyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2065648	154	1221	4-Hyp 5-Hyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
1980165	24	1466	Collagen alpha-1(III) propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2065695	154	1221	4-hydroxyprolyl collagen alpha-1(III) chain [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2029312	154	1466	4-Hyp Glu-Gal-Hyl collagen alpha-1(III) -N propeptide [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2065790	154	1221	Collagen alpha-1(III) chain [endoplasmic reticulum lumen]	COL3A1 [endoplasmic reticulum lumen]		
2127340	154	1221	"3,4-hydroxyprolyl collagen alpha-1(III) chain [extracellular region]"	COL3A1 [extracellular region]		
2127369	154	1221	4-Hyp 5-Gal-Hyl collagen alpha-1(III) chain [extracellular region]	COL3A1 [extracellular region]		
2268690	24	1466	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(III) propeptide [extracellular region]"	COL3A1 [extracellular region]		
2468105	949	1221	Collagen alpha-1(III) chain C-term fragment [extracellular region]	COL3A1 [extracellular region]		
2468108	154	948	Glu-Gal-Hyl-collagen alpha-1(III) chain N-tem fragment [extracellular region]	COL3A1 [extracellular region]		
2127319	154	1221	5-hydroxylysyl collagen alpha-1(III) chain [extracellular region]	COL3A1 [extracellular region]		
2268766	154	1466	Glu-Gal-Hyl-collagen alpha-1(III) -N propeptide [extracellular region]	COL3A1 [extracellular region]		
2268890	154	1466	Collagen alpha-1(III) -N propeptide [extracellular region]	COL3A1 [extracellular region]		
375054	154	1221	Collagen alpha-1(III) chain [extracellular region]	COL3A1 [extracellular region]		
2468094	154	948	4-Hyp 5-Gal-Hyl collagen alpha-1(III) chain N-term fragment [extracellular region]	COL3A1 [extracellular region]		
2468096	949	1221	"3,4-Hyp 5-Hyl collagen alpha-1(III) chain C-term fragment [extracellular region]"	COL3A1 [extracellular region]		
2268749	154	1466	4-Hyp 5-Hyl collagen alpha-1(III) -N propeptide [extracellular region]	COL3A1 [extracellular region]		
2127331	154	1221	4-Hyp Glu-Gal-Hyl collagen alpha-1(III) chain [extracellular region]	COL3A1 [extracellular region]		
2468109	154	948	4-Hyp 5-Hyl collagen alpha-1(III) -N propeptide N-term fragment [extracellular region]	COL3A1 [extracellular region]		
2468095	949	1221	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(III) chain C-term fragment [extracellular region]"	COL3A1 [extracellular region]		
2268669	24	1466	4-hydroxyprolyl collagen alpha-1(III) propeptide [extracellular region]	COL3A1 [extracellular region]		
2127442	154	1221	"3,4-Hyp 5-Hyl collagen alpha-1(III) chain [extracellular region]"	COL3A1 [extracellular region]		
2268678	24	1466	5-Gal-Hyl collagen alpha-1(III) propeptide [extracellular region]	COL3A1 [extracellular region]		
2468087	949	1241	Glu-Gal-Hyl-collagen alpha-1(III) chain C-term fragment [extracellular region]	COL3A1 [extracellular region]		
2468089	154	948	4-hydroxyprolyl collagen alpha-1(III) chain N-term fragment [extracellular region]	COL3A1 [extracellular region]		
2127355	154	1221	4-hydroxyprolyl collagen alpha-1(III) chain [extracellular region]	COL3A1 [extracellular region]		
2468086	154	948	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(III) chain N-term fragment [extracellular region]"	COL3A1 [extracellular region]		
2268647	24	1466	"3,4-Hyp 5-Hyl collagen alpha-1(III) propeptide [extracellular region]"	COL3A1 [extracellular region]		
2268735	154	1466	5-hydroxylysyl collagen alpha-1(III) -N propeptide [extracellular region]	COL3A1 [extracellular region]		
2127352	154	1241	Glu-Gal-Hyl-collagen alpha-1(III) chain [extracellular region]	COL3A1 [extracellular region]		
2268682	24	1466	Glu-Gal-Hyl-collagen alpha-1(III) propeptide [extracellular region]	COL3A1 [extracellular region]		
2127385	154	1221	4-Hyp 5-Hyl collagen alpha-1(III) -N propeptide [extracellular region]	COL3A1 [extracellular region]		
2268891	154	1466	"3,4-Hyp 5-Hyl collagen alpha-1(III) -N propeptide [extracellular region]"	COL3A1 [extracellular region]		
2468099	949	1221	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(III) chain C-term fragment [extracellular region]"	COL3A1 [extracellular region]		
2268869	154	1466	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(III) -N propeptide [extracellular region]"	COL3A1 [extracellular region]		
2468100	154	948	4-Hyp Glu-Gal-Hyl collagen alpha-1(III) chain N-term fragment [extracellular region]	COL3A1 [extracellular region]		
2468111	154	948	5-Gal-Hyl collagen alpha-1(III) chain N-term fragment [extracellular region]	COL3A1 [extracellular region]		
2268816	154	1466	5-Gal-Hyl collagen alpha-1(III) -N propeptide [extracellular region]	COL3A1 [extracellular region]		
2127358	154	1221	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(III) chain [extracellular region]"	COL3A1 [extracellular region]		
2268694	24	1466	4-Hyp 5-Gal-Hyl collagen alpha-1(III) propeptide [extracellular region]	COL3A1 [extracellular region]		
2268671	24	1466	4-Hyp 5-Hyl collagen alpha-1(III) propeptide [extracellular region]	COL3A1 [extracellular region]		
2468093	949	1221	5-hydroxylysyl collagen alpha-1(III) chain C-term fragment [extracellular region]	COL3A1 [extracellular region]		
2268677	24	1466	5-hydroxylysyl collagen alpha-1(III) propeptide [extracellular region]	COL3A1 [extracellular region]		
2468102	154	948	"3,4-Hyp 5-Hyl collagen alpha-1(III) chain N-term fragment [extracellular region]"	COL3A1 [extracellular region]		
2468092	949	1221	4-hydroxyprolyl collagen alpha-1(III) chain C-term fragment [extracellular region]	COL3A1 [extracellular region]		
2268775	154	1466	4-Hyp 5-Gal-Hyl collagen alpha-1(III) -N propeptide [extracellular region]	COL3A1 [extracellular region]		
2268661	24	1466	4-Hyp Glu-Gal-Hyl collagen alpha-1(III) propeptide [extracellular region]	COL3A1 [extracellular region]		
2127382	154	1221	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(III) chain [extracellular region]"	COL3A1 [extracellular region]		
2268837	154	1466	"3,4-hydroxyprolyl collagen alpha-1(III) -N propeptide [extracellular region]"	COL3A1 [extracellular region]		
2468090	154	948	5-hydroxylysyl collagen alpha-1(III) chain N-term fragment [extracellular region]	COL3A1 [extracellular region]		
2468088	949	1221	4-Hyp 5-Gal-Hyl collagen alpha-1(III) chain C-term fragment [extracellular region]	COL3A1 [extracellular region]		
2468097	154	948	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(III) chain N-term fragment [extracellular region]"	COL3A1 [extracellular region]		
2468084	949	1221	"3,4-hydroxyprolyl collagen alpha-1(III) chain C-term fragment [extracellular region]"	COL3A1 [extracellular region]		
2268622	24	1466	Collagen alpha-1(III) propeptide [extracellular region]	COL3A1 [extracellular region]		
2468098	949	1221	4-Hyp 5-Hyl collagen alpha-1(III) -N propeptide C-term fragment [extracellular region]	COL3A1 [extracellular region]		
2468103	949	1221	4-Hyp Glu-Gal-Hyl collagen alpha-1(III) chain C-term fragment [extracellular region]	COL3A1 [extracellular region]		
2468085	154	948	"3,4-hydroxyprolyl collagen alpha-1(III) chain N-term fragment [extracellular region]"	COL3A1 [extracellular region]		
2468110	154	948	Collagen alpha-1(III) chain N-term fragment [extracellular region]	COL3A1 [extracellular region]		
2127418	154	1221	5-Gal-Hyl collagen alpha-1(III) chain [extracellular region]	COL3A1 [extracellular region]		
2268744	154	1466	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(III) -N propeptide [extracellular region]"	COL3A1 [extracellular region]		
2468106	949	1221	5-Gal-Hyl collagen alpha-1(III) chain C-term fragment [extracellular region]	COL3A1 [extracellular region]		
2268683	24	1466	"3,4-hydroxyprolyl collagen alpha-1(III) propeptide [extracellular region]"	COL3A1 [extracellular region]		
2268695	24	1466	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(III) propeptide [extracellular region]"	COL3A1 [extracellular region]		
2268818	154	1466	4-hydroxyprolyl collagen alpha-1(III) -N propeptide [extracellular region]	COL3A1 [extracellular region]		
2268771	154	1466	4-Hyp Glu-Gal-Hyl collagen alpha-1(III) -N propeptide [extracellular region]	COL3A1 [extracellular region]		
2065624	173	-1	"3,4-hydroxyprolyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2065778	173	-1	Collagen alpha-1(IV) chain [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2065674	173	-1	4-Hyp 5-Gal-Hyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2029421	173	1669	4-Hyp 5-Hyl collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2065659	173	-1	4-Hyp 5-Hyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2022431	28	1669	3-hydroxyprolyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2029301	173	1669	"3,4-hydroxyprolyl collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2029356	173	1669	4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2065761	173	-1	Glu-Gal-Hyl-collagen alpha-1(IV) chain [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2065631	173	-1	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2065707	173	-1	4-hydroxyprolyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2029195	173	1669	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2029403	173	1669	Glu-Gal-Hyl-collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2029392	173	1669	4-hydroxyprolyl collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2023575	28	1669	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2029211	173	1669	"3,4-Hyp 5-Hyl collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2291878	28	1669	5-Gal-Hyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2022505	28	1669	"3,4-hydroxyprolyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
1980187	28	1669	Collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2029235	173	1669	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2172306	28	1669	5-hydroxylysyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2065589	173	-1	"3,4-Hyp 5-Hyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2023578	28	1669	4-Hyp 5-Gal-Hyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2023671	28	1669	4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2023655	28	1669	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2022953	28	1669	"3,4-Hyp 5-Hyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2065690	173	-1	4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2065733	173	-1	5-Gal-Hyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2029276	173	1669	4-Hyp 5-Gal-Hyl collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2065736	173	-1	5-hydroxylysyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2023611	28	1669	Glu-Gal-Hyl-collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2022097	28	1669	4-hydroxyprolyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2022947	28	1669	4-Hyp 5-Hyl collagen alpha-1(IV) propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2065577	173	-1	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(IV) chain [endoplasmic reticulum lumen]"	COL4A1 [endoplasmic reticulum lumen]		
2029394	173	1669	Collagen alpha-1(IV) -N propeptide [endoplasmic reticulum lumen]	COL4A1 [endoplasmic reticulum lumen]		
2023549	28	1669	5-Gal-Hyl collagen alpha-1(IV) propeptide [extracellular region]	COL4A1 [extracellular region]		
2029397	173	1669	5-Gal-Hyl collagen alpha-1(IV) -N propeptide [extracellular region]	COL4A1 [extracellular region]		
2468130	173	-1	5-hydroxylysyl collagen alpha-1(IV) chain N-term fragment [extracellular region]	COL4A1 [extracellular region]		
2468128	1	-1	5-hydroxylysyl collagen alpha-1(IV) chain C-term fragment [extracellular region]	COL4A1 [extracellular region]		
2468127	173	-1	Collagen alpha-1(IV) chain N-term fragment [extracellular region]	COL4A1 [extracellular region]		
2468139	173	-1	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(IV) chain N-term fragment [extracellular region]"	COL4A1 [extracellular region]		
2468129	1	-1	"3,4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) chain C-term fragment [extracellular region]"	COL4A1 [extracellular region]		
2468143	173	-1	Glu-Gal-Hyl-collagen alpha-1(IV) chain N-term fragment [extracellular region]	COL4A1 [extracellular region]		
2127298	173	-1	4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) chain [extracellular region]	COL4A1 [extracellular region]		
2468131	1	-1	"3,4-hydroxyprolyl collagen alpha-1(IV) chain C-term fragment [extracellular region]"	COL4A1 [extracellular region]		
2127432	173	-1	5-Gal-Hyl collagen alpha-1(IV) chain [extracellular region]	COL4A1 [extracellular region]		
2022519	28	1669	5-hydroxylysyl collagen alpha-1(IV) propeptide [extracellular region]	COL4A1 [extracellular region]		
2127345	173	-1	4-Hyp 5-Gal-Hyl collagen alpha-1(IV) chain [extracellular region]	COL4A1 [extracellular region]		
2468132	1	-1	4-hydroxyprolyl collagen alpha-1(IV) chain C-term fragment [extracellular region]	COL4A1 [extracellular region]		
2127356	173	-1	5-hydroxylysyl collagen alpha-1(IV) chain [extracellular region]	COL4A1 [extracellular region]		
2468142	1	-1	"3,4-Hyp 5-Hyl collagen alpha-1(IV) chain C-term fragment [extracellular region]"	COL4A1 [extracellular region]		
2468133	1	-1	5-Gal-Hyl collagen alpha-1(IV) chain C-term fragment [extracellular region]	COL4A1 [extracellular region]		
2127388	173	-1	"3,4-Hyp 5-Hyl collagen alpha-1(IV) chain [extracellular region]"	COL4A1 [extracellular region]		
2468113	1	-1	Glu-Gal-Hyl-collagen alpha-1(IV) chain C-term fragment [extracellular region]	COL4A1 [extracellular region]		
2468134	1	-1	"3,4-Hyp 5-Gal-Hyl collagen alpha-1(IV) chain C-term fragment [extracellular region]"	COL4A1 [extracellular region]		
2468124	173	-1	"3,4-Hyp 5-Hyl collagen alpha-1(IV) chain N-term fragment [extracellular region]"	COL4A1 [extracellular region]		
2468117	1	-1	4-Hyp 5-Hyl collagen alpha-1(IV) chain C-term fragment [extracellular region]	COL4A1 [extracellular region]		
2468135	173	-1	4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) chain N-term fragment [extracellular region]	COL4A1 [extracellular region]		
2468121	1	-1	4-Hyp Glu-Gal-Hyl collagen alpha-1(IV) chain C-term fragment [extracellular region]	COL4A1 [extracellular region]		
